Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Datetime,,,,,
2026-04-06 13:30:00+00:00,296.0799865722656,296.375,295.17999267578125,296.0799865722656,632401
2026-04-06 13:31:00+00:00,296.29998779296875,296.4800109863281,295.8500061035156,296.07000732421875,66795
2026-04-06 13:32:00+00:00,296.6199951171875,296.70001220703125,296.2699890136719,296.5,58374
2026-04-06 13:33:00+00:00,297.3299865722656,297.3399963378906,296.5,296.57000732421875,104467
2026-04-06 13:34:00+00:00,297.6499938964844,297.70001220703125,296.9599914550781,297.1700134277344,62211
2026-04-06 13:35:00+00:00,297.2799987792969,297.70001220703125,297.2749938964844,297.67999267578125,51249
2026-04-06 13:36:00+00:00,296.489990234375,297.260009765625,296.239990234375,297.260009765625,77188
2026-04-06 13:37:00+00:00,296.2449951171875,296.510009765625,296.1300048828125,296.42498779296875,52998
2026-04-06 13:38:00+00:00,296.3699951171875,296.45001220703125,296.0199890136719,296.29998779296875,46335
2026-04-06 13:39:00+00:00,296.4649963378906,296.6600036621094,296.30999755859375,296.4100036621094,33143
2026-04-06 13:40:00+00:00,296.3193054199219,296.385009765625,296.1700134277344,296.3699951171875,49899
2026-04-06 13:41:00+00:00,296.6300048828125,296.70001220703125,296.2449951171875,296.2950134277344,44002
2026-04-06 13:42:00+00:00,297.1600036621094,297.20001220703125,296.61859130859375,296.6700134277344,43674
2026-04-06 13:43:00+00:00,297.3599853515625,297.4800109863281,297.0299987792969,297.1400146484375,47975
2026-04-06 13:44:00+00:00,297.5199890136719,297.760009765625,297.32000732421875,297.3599853515625,50309
2026-04-06 13:45:00+00:00,297.8699951171875,297.92999267578125,297.4100036621094,297.57000732421875,55557
2026-04-06 13:46:00+00:00,298.260009765625,298.6400146484375,297.7200012207031,297.8800048828125,111274
2026-04-06 13:47:00+00:00,297.6476135253906,298.2200012207031,297.6400146484375,298.2200012207031,70941
2026-04-06 13:48:00+00:00,297.80999755859375,297.8599853515625,297.45001220703125,297.69500732421875,63179
2026-04-06 13:49:00+00:00,297.7720947265625,298.0,297.57000732421875,297.75,40662
2026-04-06 13:50:00+00:00,297.8599853515625,297.8999938964844,297.6239929199219,297.80999755859375,37722
2026-04-06 13:51:00+00:00,298.29998779296875,298.42999267578125,297.8999938964844,297.8999938964844,37958
2026-04-06 13:52:00+00:00,298.1510009765625,298.3800048828125,298.0899963378906,298.2900085449219,43908
2026-04-06 13:53:00+00:00,298.28399658203125,298.29998779296875,297.8800048828125,298.19500732421875,29770
2026-04-06 13:54:00+00:00,298.20001220703125,298.5,298.1700134277344,298.3500061035156,48198
2026-04-06 13:55:00+00:00,297.7449951171875,298.30499267578125,297.7449951171875,298.2200012207031,32820
